country_code,country_name,year,percentile_group,wealth_share
CN,China,2002,top_10pct,0.4901
CN,China,2002,top_1pct,0.2035
CN,China,2002,top_50pct,0.8637
CN,China,2003,bottom_10pct,0.004
CN,China,2003,bottom_50pct,0.1363
CN,China,2003,top_10pct,0.4903
CN,China,2003,top_1pct,0.205
CN,China,2003,top_50pct,0.8637
CN,China,2004,bottom_10pct,0.0039
CN,China,2004,bottom_50pct,0.1321
CN,China,2004,top_10pct,0.5061
CN,China,2004,top_1pct,0.2245
CN,China,2004,top_50pct,0.8679
CN,China,2005,bottom_10pct,0.0037
CN,China,2005,bottom_50pct,0.1276
CN,China,2005,top_10pct,0.5229
CN,China,2005,top_1pct,0.237
CN,China,2005,top_50pct,0.8724000000000001
CN,China,2006,bottom_10pct,0.0036
CN,China,2006,bottom_50pct,0.1232
CN,China,2006,top_10pct,0.5393
CN,China,2006,top_1pct,0.262
CN,China,2006,top_50pct,0.8768
CN,China,2007,bottom_10pct,0.0035
CN,China,2007,bottom_50pct,0.1182
CN,China,2007,top_10pct,0.5582
CN,China,2007,top_1pct,0.2848
CN,China,2007,top_50pct,0.8818
CN,China,2008,bottom_10pct,0.0034
CN,China,2008,bottom_50pct,0.1152
CN,China,2008,top_10pct,0.5691
CN,China,2008,top_1pct,0.2925
CN,China,2008,top_50pct,0.8848
CN,China,2009,bottom_10pct,0.0033
CN,China,2009,bottom_50pct,0.1118
CN,China,2009,top_10pct,0.5820000000000001
CN,China,2009,top_1pct,0.3115
CN,China,2009,top_50pct,0.8882
CN,China,2010,bottom_10pct,-0.0025
CN,China,2010,bottom_50pct,0.0701
CN,China,2010,top_10pct,0.6276
CN,China,2010,top_1pct,0.3045
CN,China,2010,top_50pct,0.9299
CN,China,2011,bottom_10pct,-0.0022
CN,China,2011,bottom_50pct,0.0657
CN,China,2011,top_10pct,0.6677000000000001
CN,China,2011,top_1pct,0.2805
CN,China,2011,top_50pct,0.9343
CN,China,2012,bottom_10pct,-0.0023
CN,China,2012,bottom_50pct,0.0661
CN,China,2012,top_10pct,0.6655
CN,China,2012,top_1pct,0.2729
CN,China,2012,top_50pct,0.9339
CN,China,2013,bottom_10pct,-0.0023
CN,China,2013,bottom_50pct,0.0661
CN,China,2013,top_10pct,0.6656000000000001
CN,China,2013,top_1pct,0.2725
CN,China,2013,top_50pct,0.9339
CN,China,2014,bottom_10pct,-0.0022
CN,China,2014,bottom_50pct,0.0657
CN,China,2014,top_10pct,0.6674
CN,China,2014,top_1pct,0.2783
CN,China,2014,top_50pct,0.9343
CN,China,2015,bottom_10pct,-0.0022
CN,China,2015,bottom_50pct,0.0644
CN,China,2015,top_10pct,0.6741
CN,China,2015,top_1pct,0.2963
CN,China,2015,top_50pct,0.9356
CN,China,2016,bottom_10pct,-0.0022
CN,China,2016,bottom_50pct,0.0644
CN,China,2016,top_10pct,0.6742
CN,China,2016,top_1pct,0.2965
CN,China,2016,top_50pct,0.9356
CN,China,2017,bottom_10pct,-0.0021
CN,China,2017,bottom_50pct,0.0641
CN,China,2017,top_10pct,0.6771
CN,China,2017,top_1pct,0.3003
CN,China,2017,top_50pct,0.9359
CN,China,2018,bottom_10pct,-0.0021
CN,China,2018,bottom_50pct,0.0642
CN,China,2018,top_10pct,0.6762
CN,China,2018,top_1pct,0.2991
CN,China,2018,top_50pct,0.9358
CN,China,2019,bottom_10pct,-0.0021
CN,China,2019,bottom_50pct,0.0643
CN,China,2019,top_10pct,0.6754
CN,China,2019,top_1pct,0.298
CN,China,2019,top_50pct,0.9357
CN,China,2020,bottom_10pct,-0.002
CN,China,2020,bottom_50pct,0.064
CN,China,2020,top_10pct,0.6778000000000001
CN,China,2020,top_1pct,0.3012
CN,China,2020,top_50pct,0.936
CN,China,2021,bottom_10pct,-0.002
CN,China,2021,bottom_50pct,0.0637
CN,China,2021,top_10pct,0.6795
CN,China,2021,top_1pct,0.3043
CN,China,2021,top_50pct,0.9363
CN,China,2022,bottom_10pct,-0.002
CN,China,2022,bottom_50pct,0.0639
CN,China,2022,top_10pct,0.6788000000000001
CN,China,2022,top_1pct,0.3026
CN,China,2022,top_50pct,0.9361
CN,China,2023,bottom_10pct,-0.002
CN,China,2023,bottom_50pct,0.0639
CN,China,2023,top_10pct,0.6788000000000001
CN,China,2023,top_1pct,0.3026
CN,China,2023,top_50pct,0.9361
DE,Germany,1995,bottom_10pct,-0.0093
DE,Germany,1995,bottom_50pct,0.0432
DE,Germany,1995,top_10pct,0.5753
DE,Germany,1995,top_1pct,0.2657
DE,Germany,1995,top_50pct,0.9568
DE,Germany,1996,bottom_10pct,-0.0092
DE,Germany,1996,bottom_50pct,0.0431
DE,Germany,1996,top_10pct,0.5766
DE,Germany,1996,top_1pct,0.2678
DE,Germany,1996,top_50pct,0.9569
DE,Germany,1997,bottom_10pct,-0.0093
DE,Germany,1997,bottom_50pct,0.0434
DE,Germany,1997,top_10pct,0.5744
DE,Germany,1997,top_1pct,0.2638
DE,Germany,1997,top_50pct,0.9566
DE,Germany,1998,bottom_10pct,-0.0093
DE,Germany,1998,bottom_50pct,0.0436
DE,Germany,1998,top_10pct,0.5724
DE,Germany,1998,top_1pct,0.2602
DE,Germany,1998,top_50pct,0.9564
DE,Germany,1999,bottom_10pct,-0.0105
DE,Germany,1999,bottom_50pct,0.0414
DE,Germany,1999,top_10pct,0.5774
DE,Germany,1999,top_1pct,0.2704
DE,Germany,1999,top_50pct,0.9586
DE,Germany,2000,bottom_10pct,-0.0119
DE,Germany,2000,bottom_50pct,0.0401
DE,Germany,2000,top_10pct,0.5740000000000001
DE,Germany,2000,top_1pct,0.266
DE,Germany,2000,top_50pct,0.9599
DE,Germany,2001,bottom_10pct,-0.0133
DE,Germany,2001,bottom_50pct,0.0387
DE,Germany,2001,top_10pct,0.5708
DE,Germany,2001,top_1pct,0.262
DE,Germany,2001,top_50pct,0.9613
DE,Germany,2002,bottom_10pct,-0.0147
DE,Germany,2002,bottom_50pct,0.037
DE,Germany,2002,top_10pct,0.5705
DE,Germany,2002,top_1pct,0.263
DE,Germany,2002,top_50pct,0.963
DE,Germany,2003,bottom_10pct,-0.0161
DE,Germany,2003,bottom_50pct,0.0352
DE,Germany,2003,top_10pct,0.5709000000000001
DE,Germany,2003,top_1pct,0.2653
DE,Germany,2003,top_50pct,0.9648
DE,Germany,2004,bottom_10pct,-0.0152
DE,Germany,2004,bottom_50pct,0.033
DE,Germany,2004,top_10pct,0.5794
DE,Germany,2004,top_1pct,0.2735
DE,Germany,2004,top_50pct,0.967
DE,Germany,2005,bottom_10pct,-0.0143
DE,Germany,2005,bottom_50pct,0.031
DE,Germany,2005,top_10pct,0.5865
DE,Germany,2005,top_1pct,0.2779
DE,Germany,2005,top_50pct,0.969
DE,Germany,2006,bottom_10pct,-0.0135
DE,Germany,2006,bottom_50pct,0.029
DE,Germany,2006,top_10pct,0.5917
DE,Germany,2006,top_1pct,0.28
DE,Germany,2006,top_50pct,0.971
DE,Germany,2007,bottom_10pct,-0.0126
DE,Germany,2007,bottom_50pct,0.0269
DE,Germany,2007,top_10pct,0.5999
DE,Germany,2007,top_1pct,0.2858
DE,Germany,2007,top_50pct,0.9731
DE,Germany,2008,bottom_10pct,-0.012
DE,Germany,2008,bottom_50pct,0.0249
DE,Germany,2008,top_10pct,0.605
DE,Germany,2008,top_1pct,0.289
DE,Germany,2008,top_50pct,0.9751
DE,Germany,2009,bottom_10pct,-0.011
DE,Germany,2009,bottom_50pct,0.0272
DE,Germany,2009,top_10pct,0.5962000000000001
DE,Germany,2009,top_1pct,0.2767
DE,Germany,2009,top_50pct,0.9728
DE,Germany,2010,bottom_10pct,-0.0099
DE,Germany,2010,bottom_50pct,0.0292
DE,Germany,2010,top_10pct,0.5911000000000001
DE,Germany,2010,top_1pct,0.2725
DE,Germany,2010,top_50pct,0.9708
DE,Germany,2011,bottom_10pct,-0.0088
DE,Germany,2011,bottom_50pct,0.0311
DE,Germany,2011,top_10pct,0.5878
DE,Germany,2011,top_1pct,0.2706
DE,Germany,2011,top_50pct,0.9689
DE,Germany,2012,bottom_10pct,-0.0078
DE,Germany,2012,bottom_50pct,0.0331
DE,Germany,2012,top_10pct,0.5827
DE,Germany,2012,top_1pct,0.2664
DE,Germany,2012,top_50pct,0.9669
DE,Germany,2013,bottom_10pct,-0.0065
DE,Germany,2013,bottom_50pct,0.0347
DE,Germany,2013,top_10pct,0.5831000000000001
DE,Germany,2013,top_1pct,0.2693
DE,Germany,2013,top_50pct,0.9653
DE,Germany,2014,bottom_10pct,-0.0058
DE,Germany,2014,bottom_50pct,0.0345
DE,Germany,2014,top_10pct,0.5860000000000001
DE,Germany,2014,top_1pct,0.2753
DE,Germany,2014,top_50pct,0.9655
DE,Germany,2015,bottom_10pct,-0.0051
DE,Germany,2015,bottom_50pct,0.0344
DE,Germany,2015,top_10pct,0.5860000000000001
DE,Germany,2015,top_1pct,0.2765
DE,Germany,2015,top_50pct,0.9656
DE,Germany,2016,bottom_10pct,-0.0044
DE,Germany,2016,bottom_50pct,0.0344
DE,Germany,2016,top_10pct,0.5862
DE,Germany,2016,top_1pct,0.2781
DE,Germany,2016,top_50pct,0.9656
DE,Germany,2017,bottom_10pct,-0.0038
DE,Germany,2017,bottom_50pct,0.0344
DE,Germany,2017,top_10pct,0.5854
DE,Germany,2017,top_1pct,0.2779
DE,Germany,2017,top_50pct,0.9656
DE,Germany,2018,bottom_10pct,-0.0031
DE,Germany,2018,bottom_50pct,0.0341
DE,Germany,2018,top_10pct,0.5883
DE,Germany,2018,top_1pct,0.2845
DE,Germany,2018,top_50pct,0.9659
DE,Germany,2019,bottom_10pct,-0.0031
DE,Germany,2019,bottom_50pct,0.0343
DE,Germany,2019,top_10pct,0.5857
DE,Germany,2019,top_1pct,0.2797
DE,Germany,2019,top_50pct,0.9657
DE,Germany,2020,bottom_10pct,-0.0031
DE,Germany,2020,bottom_50pct,0.0345
DE,Germany,2020,top_10pct,0.5831000000000001
DE,Germany,2020,top_1pct,0.2753
DE,Germany,2020,top_50pct,0.9655
DE,Germany,2021,bottom_10pct,-0.0031
DE,Germany,2021,bottom_50pct,0.0343
DE,Germany,2021,top_10pct,0.5856
DE,Germany,2021,top_1pct,0.2796
DE,Germany,2021,top_50pct,0.9657
DE,Germany,2022,bottom_10pct,-0.0031
DE,Germany,2022,bottom_50pct,0.0344
DE,Germany,2022,top_10pct,0.5847
DE,Germany,2022,top_1pct,0.278
DE,Germany,2022,top_50pct,0.9656
DE,Germany,2023,bottom_10pct,-0.0031
DE,Germany,2023,bottom_50pct,0.0345
DE,Germany,2023,top_10pct,0.5837
DE,Germany,2023,top_1pct,0.2762
DE,Germany,2023,top_50pct,0.9655
FR,France,1995,bottom_10pct,0.0026
FR,France,1995,bottom_50pct,0.0669
FR,France,1995,top_10pct,0.5376000000000001
FR,France,1995,top_1pct,0.2072
FR,France,1995,top_50pct,0.9331
FR,France,1996,bottom_10pct,0.0026
FR,France,1996,bottom_50pct,0.0626
FR,France,1996,top_10pct,0.5686
FR,France,1996,top_1pct,0.2462
FR,France,1996,top_50pct,0.9374
FR,France,1997,bottom_10pct,0.0025
FR,France,1997,bottom_50pct,0.0608
FR,France,1997,top_10pct,0.5822
FR,France,1997,top_1pct,0.2666
FR,France,1997,top_50pct,0.9392
FR,France,1998,bottom_10pct,0.002
FR,France,1998,bottom_50pct,0.0586
FR,France,1998,top_10pct,0.5951000000000001
FR,France,1998,top_1pct,0.2808
FR,France,1998,top_50pct,0.9414
FR,France,1999,bottom_10pct,0.0019
FR,France,1999,bottom_50pct,0.058
FR,France,1999,top_10pct,0.6032000000000001
FR,France,1999,top_1pct,0.2981
FR,France,1999,top_50pct,0.942
FR,France,2000,bottom_10pct,0.0016
FR,France,2000,bottom_50pct,0.0566
FR,France,2000,top_10pct,0.6047
FR,France,2000,top_1pct,0.2979
FR,France,2000,top_50pct,0.9434
FR,France,2001,bottom_10pct,0.0017
FR,France,2001,bottom_50pct,0.0581
FR,France,2001,top_10pct,0.596
FR,France,2001,top_1pct,0.2841
FR,France,2001,top_50pct,0.9419
FR,France,2002,bottom_10pct,0.0017
FR,France,2002,bottom_50pct,0.0603
FR,France,2002,top_10pct,0.5809000000000001
FR,France,2002,top_1pct,0.2662
FR,France,2002,top_50pct,0.9397
FR,France,2003,bottom_10pct,0.0016
FR,France,2003,bottom_50pct,0.0602
FR,France,2003,top_10pct,0.5729000000000001
FR,France,2003,top_1pct,0.2564
FR,France,2003,top_50pct,0.9398
FR,France,2004,bottom_10pct,0.0016
FR,France,2004,bottom_50pct,0.0605
FR,France,2004,top_10pct,0.5665
FR,France,2004,top_1pct,0.2506
FR,France,2004,top_50pct,0.9395
FR,France,2005,bottom_10pct,0.0016
FR,France,2005,bottom_50pct,0.0606
FR,France,2005,top_10pct,0.5583
FR,France,2005,top_1pct,0.2379
FR,France,2005,top_50pct,0.9394
FR,France,2006,bottom_10pct,0.0014
FR,France,2006,bottom_50pct,0.0582
FR,France,2006,top_10pct,0.5612
FR,France,2006,top_1pct,0.2335
FR,France,2006,top_50pct,0.9418
FR,France,2007,bottom_10pct,0.0012
FR,France,2007,bottom_50pct,0.0558
FR,France,2007,top_10pct,0.5672
FR,France,2007,top_1pct,0.2369
FR,France,2007,top_50pct,0.9442
FR,France,2008,bottom_10pct,0.0011
FR,France,2008,bottom_50pct,0.0563
FR,France,2008,top_10pct,0.5622
FR,France,2008,top_1pct,0.2301
FR,France,2008,top_50pct,0.9437
FR,France,2009,bottom_10pct,0.001
FR,France,2009,bottom_50pct,0.0536
FR,France,2009,top_10pct,0.5663
FR,France,2009,top_1pct,0.2273
FR,France,2009,top_50pct,0.9464
FR,France,2010,bottom_10pct,0.0007
FR,France,2010,bottom_50pct,0.0474
FR,France,2010,top_10pct,0.5832
FR,France,2010,top_1pct,0.2461
FR,France,2010,top_50pct,0.9526
FR,France,2011,bottom_10pct,0.0007
FR,France,2011,bottom_50pct,0.0505
FR,France,2011,top_10pct,0.5766
FR,France,2011,top_1pct,0.2422
FR,France,2011,top_50pct,0.9495
FR,France,2012,bottom_10pct,0.0008
FR,France,2012,bottom_50pct,0.0533
FR,France,2012,top_10pct,0.5721
FR,France,2012,top_1pct,0.2378
FR,France,2012,top_50pct,0.9467
FR,France,2013,bottom_10pct,0.0002
FR,France,2013,bottom_50pct,0.051
FR,France,2013,top_10pct,0.5785
FR,France,2013,top_1pct,0.2453
FR,France,2013,top_50pct,0.949
FR,France,2014,bottom_10pct,0.0002
FR,France,2014,bottom_50pct,0.0499
FR,France,2014,top_10pct,0.5866
FR,France,2014,top_1pct,0.2571
FR,France,2014,top_50pct,0.9501
FR,France,2015,bottom_10pct,0.0003
FR,France,2015,bottom_50pct,0.0498
FR,France,2015,top_10pct,0.5884
FR,France,2015,top_1pct,0.2596
FR,France,2015,top_50pct,0.9502
FR,France,2016,bottom_10pct,0.0003
FR,France,2016,bottom_50pct,0.0501
FR,France,2016,top_10pct,0.5862
FR,France,2016,top_1pct,0.2557
FR,France,2016,top_50pct,0.9499
FR,France,2017,bottom_10pct,0.0003
FR,France,2017,bottom_50pct,0.05
FR,France,2017,top_10pct,0.5871000000000001
FR,France,2017,top_1pct,0.2572
FR,France,2017,top_50pct,0.95
FR,France,2018,bottom_10pct,0.0004
FR,France,2018,bottom_50pct,0.0497
FR,France,2018,top_10pct,0.5904
FR,France,2018,top_1pct,0.2624
FR,France,2018,top_50pct,0.9503
FR,France,2019,bottom_10pct,0.0004
FR,France,2019,bottom_50pct,0.0497
FR,France,2019,top_10pct,0.5898
FR,France,2019,top_1pct,0.2616
FR,France,2019,top_50pct,0.9503
FR,France,2020,bottom_10pct,0.0003
FR,France,2020,bottom_50pct,0.0499
FR,France,2020,top_10pct,0.5879
FR,France,2020,top_1pct,0.2585
FR,France,2020,top_50pct,0.9501
FR,France,2021,bottom_10pct,0.0005
FR,France,2021,bottom_50pct,0.0492
FR,France,2021,top_10pct,0.5948
FR,France,2021,top_1pct,0.2697
FR,France,2021,top_50pct,0.9508
FR,France,2022,bottom_10pct,0.0004
FR,France,2022,bottom_50pct,0.0492
FR,France,2022,top_10pct,0.5941000000000001
FR,France,2022,top_1pct,0.2691
FR,France,2022,top_50pct,0.9508
FR,France,2023,bottom_10pct,0.0004
FR,France,2023,bottom_50pct,0.049
FR,France,2023,top_10pct,0.5957
FR,France,2023,top_1pct,0.2718
FR,France,2023,top_50pct,0.951
GB,United Kingdom,1995,bottom_10pct,-0.0042
GB,United Kingdom,1995,bottom_50pct,0.0625
GB,United Kingdom,1995,top_10pct,0.4692
GB,United Kingdom,1995,top_10pct,0.5256000000000001
GB,United Kingdom,1995,top_1pct,0.1623
GB,United Kingdom,1995,top_1pct,0.1857
GB,United Kingdom,1995,top_50pct,0.9375
GB,United Kingdom,1996,bottom_10pct,-0.0063
GB,United Kingdom,1996,bottom_50pct,0.0505
GB,United Kingdom,1996,top_10pct,0.4838
GB,United Kingdom,1996,top_10pct,0.5405
GB,United Kingdom,1996,top_1pct,0.1655
GB,United Kingdom,1996,top_1pct,0.1899
GB,United Kingdom,1996,top_50pct,0.9495
GB,United Kingdom,1997,bottom_10pct,-0.0071
GB,United Kingdom,1997,bottom_50pct,0.0427
GB,United Kingdom,1997,top_10pct,0.5157
GB,United Kingdom,1997,top_10pct,0.5653
GB,United Kingdom,1997,top_1pct,0.1927
GB,United Kingdom,1997,top_1pct,0.2075
GB,United Kingdom,1997,top_50pct,0.9573
GB,United Kingdom,1998,bottom_10pct,-0.006
GB,United Kingdom,1998,bottom_50pct,0.0444
GB,United Kingdom,1998,top_10pct,0.5189
GB,United Kingdom,1998,top_10pct,0.5668000000000001
GB,United Kingdom,1998,top_1pct,0.1996
GB,United Kingdom,1998,top_1pct,0.2118
GB,United Kingdom,1998,top_50pct,0.9556
GB,United Kingdom,1999,bottom_10pct,-0.0045
GB,United Kingdom,1999,bottom_50pct,0.0512
GB,United Kingdom,1999,top_10pct,0.5007
GB,United Kingdom,1999,top_10pct,0.5488000000000001
GB,United Kingdom,1999,top_1pct,0.193
GB,United Kingdom,1999,top_1pct,0.2045
GB,United Kingdom,1999,top_50pct,0.9488
GB,United Kingdom,2000,bottom_10pct,-0.0046
GB,United Kingdom,2000,bottom_50pct,0.0498
GB,United Kingdom,2000,top_10pct,0.5056
GB,United Kingdom,2000,top_10pct,0.5579000000000001
GB,United Kingdom,2000,top_1pct,0.185
GB,United Kingdom,2000,top_1pct,0.2037
GB,United Kingdom,2000,top_50pct,0.9502
GB,United Kingdom,2001,bottom_10pct,-0.0051
GB,United Kingdom,2001,bottom_50pct,0.0515
GB,United Kingdom,2001,top_10pct,0.5024
GB,United Kingdom,2001,top_10pct,0.5511
GB,United Kingdom,2001,top_1pct,0.1886
GB,United Kingdom,2001,top_1pct,0.2044
GB,United Kingdom,2001,top_50pct,0.9485
GB,United Kingdom,2002,bottom_10pct,-0.0062
GB,United Kingdom,2002,bottom_50pct,0.0502
GB,United Kingdom,2002,top_10pct,0.5085
GB,United Kingdom,2002,top_10pct,0.5545
GB,United Kingdom,2002,top_1pct,0.1805
GB,United Kingdom,2002,top_1pct,0.1998
GB,United Kingdom,2002,top_50pct,0.9498
GB,United Kingdom,2003,bottom_10pct,-0.006
GB,United Kingdom,2003,bottom_50pct,0.0532
GB,United Kingdom,2003,top_10pct,0.5026
GB,United Kingdom,2003,top_10pct,0.5449
GB,United Kingdom,2003,top_1pct,0.1679
GB,United Kingdom,2003,top_1pct,0.1875
GB,United Kingdom,2003,top_50pct,0.9468
GB,United Kingdom,2004,bottom_10pct,-0.0055
GB,United Kingdom,2004,bottom_50pct,0.0574
GB,United Kingdom,2004,top_10pct,0.5403
GB,United Kingdom,2004,top_1pct,0.1932
GB,United Kingdom,2004,top_50pct,0.9426
GB,United Kingdom,2005,bottom_10pct,-0.0058
GB,United Kingdom,2005,bottom_50pct,0.0571
GB,United Kingdom,2005,top_10pct,0.5119
GB,United Kingdom,2005,top_10pct,0.5416000000000001
GB,United Kingdom,2005,top_1pct,0.1877
GB,United Kingdom,2005,top_1pct,0.2024
GB,United Kingdom,2005,top_50pct,0.9429
GB,United Kingdom,2006,bottom_10pct,-0.0059
GB,United Kingdom,2006,bottom_50pct,0.0561
GB,United Kingdom,2006,top_10pct,0.5198
GB,United Kingdom,2006,top_10pct,0.5445
GB,United Kingdom,2006,top_1pct,0.1987
GB,United Kingdom,2006,top_1pct,0.2052
GB,United Kingdom,2006,top_50pct,0.9439
GB,United Kingdom,2007,bottom_10pct,-0.005
GB,United Kingdom,2007,bottom_50pct,0.0602
GB,United Kingdom,2007,top_10pct,0.5439
GB,United Kingdom,2007,top_1pct,0.2056
GB,United Kingdom,2007,top_50pct,0.9398
GB,United Kingdom,2008,bottom_10pct,-0.0044
GB,United Kingdom,2008,bottom_50pct,0.0631
GB,United Kingdom,2008,top_10pct,0.5382
GB,United Kingdom,2008,top_1pct,0.2024
GB,United Kingdom,2008,top_50pct,0.9369
GB,United Kingdom,2009,bottom_10pct,-0.0075
GB,United Kingdom,2009,bottom_50pct,0.0481
GB,United Kingdom,2009,top_10pct,0.5401
GB,United Kingdom,2009,top_10pct,0.5442
GB,United Kingdom,2009,top_1pct,0.2058
GB,United Kingdom,2009,top_1pct,0.201
GB,United Kingdom,2009,top_50pct,0.9519
GB,United Kingdom,2010,bottom_10pct,-0.0064
GB,United Kingdom,2010,bottom_50pct,0.0494
GB,United Kingdom,2010,top_10pct,0.5463
GB,United Kingdom,2010,top_1pct,0.2006
GB,United Kingdom,2010,top_50pct,0.9506
GB,United Kingdom,2011,bottom_10pct,-0.0073
GB,United Kingdom,2011,bottom_50pct,0.0422
GB,United Kingdom,2011,top_10pct,0.5585
GB,United Kingdom,2011,top_1pct,0.2027
GB,United Kingdom,2011,top_50pct,0.9578
GB,United Kingdom,2012,bottom_10pct,-0.0054
GB,United Kingdom,2012,bottom_50pct,0.0447
GB,United Kingdom,2012,top_10pct,0.5192
GB,United Kingdom,2012,top_10pct,0.5569000000000001
GB,United Kingdom,2012,top_1pct,0.1988
GB,United Kingdom,2012,top_1pct,0.2075
GB,United Kingdom,2012,top_50pct,0.9553
GB,United Kingdom,2013,bottom_10pct,-0.0046
GB,United Kingdom,2013,bottom_50pct,0.0427
GB,United Kingdom,2013,top_10pct,0.5678000000000001
GB,United Kingdom,2013,top_1pct,0.2264
GB,United Kingdom,2013,top_50pct,0.9573
GB,United Kingdom,2014,bottom_10pct,-0.0054
GB,United Kingdom,2014,bottom_50pct,0.0392
GB,United Kingdom,2014,top_10pct,0.5782
GB,United Kingdom,2014,top_1pct,0.2261
GB,United Kingdom,2014,top_50pct,0.9608
GB,United Kingdom,2015,bottom_10pct,-0.0047
GB,United Kingdom,2015,bottom_50pct,0.0454
GB,United Kingdom,2015,top_10pct,0.5662
GB,United Kingdom,2015,top_1pct,0.2139
GB,United Kingdom,2015,top_50pct,0.9546
GB,United Kingdom,2016,bottom_10pct,-0.004
GB,United Kingdom,2016,bottom_50pct,0.0438
GB,United Kingdom,2016,top_10pct,0.5715
GB,United Kingdom,2016,top_1pct,0.213
GB,United Kingdom,2016,top_50pct,0.9562
GB,United Kingdom,2017,bottom_10pct,-0.0031
GB,United Kingdom,2017,bottom_50pct,0.0428
GB,United Kingdom,2017,top_10pct,0.5756
GB,United Kingdom,2017,top_1pct,0.2125
GB,United Kingdom,2017,top_50pct,0.9572
GB,United Kingdom,2018,bottom_10pct,-0.0025
GB,United Kingdom,2018,bottom_50pct,0.0464
GB,United Kingdom,2018,top_10pct,0.5715
GB,United Kingdom,2018,top_1pct,0.2134
GB,United Kingdom,2018,top_50pct,0.9536
GB,United Kingdom,2019,bottom_10pct,-0.0026
GB,United Kingdom,2019,bottom_50pct,0.0465
GB,United Kingdom,2019,top_10pct,0.5702
GB,United Kingdom,2019,top_1pct,0.2115
GB,United Kingdom,2019,top_50pct,0.9535
GB,United Kingdom,2020,bottom_10pct,-0.0025
GB,United Kingdom,2020,bottom_50pct,0.0466
GB,United Kingdom,2020,top_10pct,0.5700000000000001
GB,United Kingdom,2020,top_1pct,0.2103
GB,United Kingdom,2020,top_50pct,0.9534
GB,United Kingdom,2021,bottom_10pct,-0.0025
GB,United Kingdom,2021,bottom_50pct,0.0465
GB,United Kingdom,2021,top_10pct,0.5710000000000001
GB,United Kingdom,2021,top_1pct,0.2122
GB,United Kingdom,2021,top_50pct,0.9535
GB,United Kingdom,2022,bottom_10pct,-0.0025
GB,United Kingdom,2022,bottom_50pct,0.0465
GB,United Kingdom,2022,top_10pct,0.5706
GB,United Kingdom,2022,top_1pct,0.2115
GB,United Kingdom,2022,top_50pct,0.9535
GB,United Kingdom,2023,bottom_10pct,-0.0025
GB,United Kingdom,2023,bottom_50pct,0.0465
GB,United Kingdom,2023,top_10pct,0.5712
GB,United Kingdom,2023,top_1pct,0.2125
GB,United Kingdom,2023,top_50pct,0.9535
ID,Indonesia,1995,bottom_10pct,0.0001
ID,Indonesia,1995,bottom_50pct,0.05
ID,Indonesia,1995,top_10pct,0.5989
ID,Indonesia,1995,top_1pct,0.2139
ID,Indonesia,1995,top_50pct,0.95
ID,Indonesia,1996,bottom_10pct,0.0001
ID,Indonesia,1996,bottom_50pct,0.0496
ID,Indonesia,1996,top_10pct,0.602
ID,Indonesia,1996,top_1pct,0.2175
ID,Indonesia,1996,top_50pct,0.9504
ID,Indonesia,1997,bottom_10pct,-0.0001
ID,Indonesia,1997,bottom_50pct,0.0506
ID,Indonesia,1997,top_10pct,0.5911000000000001
ID,Indonesia,1997,top_1pct,0.2088
ID,Indonesia,1997,top_50pct,0.9494
ID,Indonesia,1998,bottom_10pct,-0.0005
ID,Indonesia,1998,bottom_50pct,0.0508
ID,Indonesia,1998,top_10pct,0.5852
ID,Indonesia,1998,top_1pct,0.2044
ID,Indonesia,1998,top_50pct,0.9492
ID,Indonesia,1999,bottom_10pct,-0.0006
ID,Indonesia,1999,bottom_50pct,0.0512
ID,Indonesia,1999,top_10pct,0.5818
ID,Indonesia,1999,top_1pct,0.1986
ID,Indonesia,1999,top_50pct,0.9488
ID,Indonesia,2000,bottom_10pct,-0.0006
ID,Indonesia,2000,bottom_50pct,0.0513
ID,Indonesia,2000,top_10pct,0.5811000000000001
ID,Indonesia,2000,top_1pct,0.1969
ID,Indonesia,2000,top_50pct,0.9487
ID,Indonesia,2001,bottom_10pct,-0.0008
ID,Indonesia,2001,bottom_50pct,0.0496
ID,Indonesia,2001,top_10pct,0.5809000000000001
ID,Indonesia,2001,top_1pct,0.1949
ID,Indonesia,2001,top_50pct,0.9504
ID,Indonesia,2002,bottom_10pct,-0.0011
ID,Indonesia,2002,bottom_50pct,0.048
ID,Indonesia,2002,top_10pct,0.5804
ID,Indonesia,2002,top_1pct,0.1924
ID,Indonesia,2002,top_50pct,0.952
ID,Indonesia,2003,bottom_10pct,-0.0014
ID,Indonesia,2003,bottom_50pct,0.0463
ID,Indonesia,2003,top_10pct,0.5802
ID,Indonesia,2003,top_1pct,0.1905
ID,Indonesia,2003,top_50pct,0.9537
ID,Indonesia,2004,bottom_10pct,-0.0016
ID,Indonesia,2004,bottom_50pct,0.0446
ID,Indonesia,2004,top_10pct,0.5804
ID,Indonesia,2004,top_1pct,0.1894
ID,Indonesia,2004,top_50pct,0.9554
ID,Indonesia,2005,bottom_10pct,-0.0019
ID,Indonesia,2005,bottom_50pct,0.0429
ID,Indonesia,2005,top_10pct,0.5808
ID,Indonesia,2005,top_1pct,0.1886
ID,Indonesia,2005,top_50pct,0.9571
ID,Indonesia,2006,bottom_10pct,-0.0021
ID,Indonesia,2006,bottom_50pct,0.0412
ID,Indonesia,2006,top_10pct,0.5803
ID,Indonesia,2006,top_1pct,0.186
