country_code,country_name,year,mean_ppp_income,median_ppp_income,mmr
RU,Russia,2013,94736.52853025937,56570.04106628242,1.6746766794681613
RU,Russia,2014,92419.12841498558,57752.74956772334,1.6002550373226987
RU,Russia,2015,90770.79409221902,56201.86766570606,1.6150850116250968
RU,Russia,2016,86909.66731988471,53600.79270893372,1.6214250373464973
RU,Russia,2017,88724.79714697406,56108.82622478386,1.581298400211113
RU,Russia,2018,92655.6080979827,57783.24657060519,1.6035029804835743
RU,Russia,2019,93660.87737752161,57777.97510086455,1.621048110703349
RU,Russia,2020,91663.95161383283,51546.2916426513,1.7782841149718462
RU,Russia,2021,97615.54948126801,54893.10902017291,1.7782842186146688
RU,Russia,2022,95935.3615273775,53948.298847262246,1.7782833486369702
RU,Russia,2023,99429.61726224785,55913.254697406344,1.778283482160807
SA,Saudi Arabia,1995,179516.50611702132,78491.40984042553,2.287084745731815
SA,Saudi Arabia,1996,175692.05585106384,76819.24574468085,2.287083844001803
SA,Saudi Arabia,1997,169898.11063829786,74285.85239361702,2.2870856988765773
SA,Saudi Arabia,1998,163563.16063829788,71516.01090425532,2.287084508352599
SA,Saudi Arabia,1999,151337.61143617023,66170.49441489362,2.2870860007070952
SA,Saudi Arabia,2000,151529.05930851065,66254.19920212767,2.2870861188168203
SA,Saudi Arabia,2001,139803.87872340425,61127.53138297874,2.2870853044514297
SA,Saudi Arabia,2002,129216.72553191491,56498.4420212766,2.287084756837251
SA,Saudi Arabia,2003,134568.8954787234,58838.598936170216,2.287085313243226
SA,Saudi Arabia,2004,139492.3109042553,60991.31436170213,2.287084847475361
SA,Saudi Arabia,2005,139678.82234042554,61072.87287234043,2.2870845233102717
SA,Saudi Arabia,2006,135676.875,59323.08510638298,2.2870839363241675
SA,Saudi Arabia,2007,129184.10212765959,56484.205053191494,2.2870836547315516
SA,Saudi Arabia,2008,129011.82765957447,56408.87074468086,2.287084034061075
SA,Saudi Arabia,2009,117323.20531914894,51298.15691489362,2.287084222417472
SA,Saudi Arabia,2010,115981.56781914893,50711.50797872341,2.2870857610428446
SA,Saudi Arabia,2011,122599.82632978723,53605.26117021277,2.2870857011683245
SA,Saudi Arabia,2012,121906.79361702129,53302.27845744681,2.2870841011861063
SA,Saudi Arabia,2013,117741.08537234043,51480.80505319149,2.287087104614756
SA,Saudi Arabia,2014,116367.89760638299,50880.41994680851,2.2870860289289374
SA,Saudi Arabia,2015,112019.54122340426,48979.17659574469,2.287085022844923
SA,Saudi Arabia,2016,111996.64760638299,48969.16063829788,2.2870853032100467
SA,Saudi Arabia,2017,112046.36968085106,48990.90957446808,2.2870849031805838
SA,Saudi Arabia,2018,118913.38164893616,51993.40744680852,2.2870857573739447
SA,Saudi Arabia,2019,117808.90771276595,51510.49521276596,2.2870855196819986
SA,Saudi Arabia,2020,108968.17978723404,47644.9795212766,2.2870862970687735
SA,Saudi Arabia,2021,112718.5835106383,49284.80638297873,2.287085854304328
SA,Saudi Arabia,2022,118592.94255319149,51853.32712765958,2.2870845348307784
SA,Saudi Arabia,2023,112722.7329787234,49286.66648936171,2.2870837288834305
TR,Turkey,1995,23498.667752293575,10774.11633027523,2.1810297041496014
TR,Turkey,1996,24598.74201834862,11276.67743119266,2.1813820753891133
TR,Turkey,1997,24822.08605504587,11377.206926605504,2.181738120364114
TR,Turkey,1998,23448.9397706422,10746.056422018348,2.1820972131316956
TR,Turkey,1999,21789.71568807339,9984.03371559633,2.182456140350877
TR,Turkey,2000,22914.25908256881,10497.564587155965,2.182816680223619
TR,Turkey,2001,20202.27018348624,9253.6,2.1831795391508426
TR,Turkey,2002,21638.34766055046,9909.725550458716,2.183546612907845
TR,Turkey,2003,22713.854082568803,10605.42371559633,2.141720565974731
TR,Turkey,2004,24559.83573394495,12030.27229357798,2.041502896576624
TR,Turkey,2005,26415.861697247707,13954.584770642201,1.892988013002126
TR,Turkey,2006,27614.404770642202,14833.425045871558,1.861633755201254
TR,Turkey,2007,28412.483348623853,15580.504678899082,1.8235919781920362
TR,Turkey,2008,27975.90128440367,15093.935504587156,1.8534530822595334
TR,Turkey,2009,25582.097431192662,13123.547522935778,1.9493279074490575
TR,Turkey,2010,27806.92486238532,14600.57963302752,1.904508284005666
TR,Turkey,2011,30591.309311926605,15766.262752293578,1.9403018833665175
TR,Turkey,2012,31389.73339449541,16186.248256880732,1.939284069806091
TR,Turkey,2013,33474.076192660556,17673.7195412844,1.8940029072243554
TR,Turkey,2014,33995.13412844036,17784.034220183483,1.9115535714533518
TR,Turkey,2015,34814.930137614676,17917.49770642202,1.9430687648496952
TR,Turkey,2016,34920.8026146789,17789.007018348624,1.963055193505716
TR,Turkey,2017,36473.278119266055,18250.625825688072,1.9984672562805645
TR,Turkey,2018,36300.36541284404,18158.055275229355,1.9991328841455753
TR,Turkey,2019,35966.23779816513,18797.9297706422,1.9133084460362042
TR,Turkey,2020,36322.18155963303,18297.799541284403,1.9850573549940318
TR,Turkey,2021,40561.60922018349,20942.90862385321,1.9367705770336645
TR,Turkey,2022,42720.28486238532,20886.677752293577,2.0453365235500023
TR,Turkey,2023,44353.090183486245,20342.45866972477,2.1803210174144763
US,United States,1995,84168.21700000002,57112.466,1.473727592151248
US,United States,1996,86681.215,57374.0685,1.5108082321197074
US,United States,1997,89577.53800000002,58766.9505,1.524284265864706
US,United States,1998,92583.88200000001,60399.7805,1.5328512990208634
US,United States,1999,95972.74399999999,62116.403999999995,1.5450466836425367
US,United States,2000,98602.219,63218.766,1.5596985711489526
US,United States,2001,97935.09899999999,63815.542499999996,1.534659037020644
US,United States,2002,98301.20800000001,64212.8555,1.5308649215887933
US,United States,2003,100019.311,64802.7725,1.5434418488807713
US,United States,2004,102832.91649999999,65517.5055,1.5695487139692763
US,United States,2005,104946.58399999999,64996.9905,1.6146375884895776
US,United States,2006,106049.215,64705.1255,1.6389615842720218
